_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
1,216,attended to,B flight attendant,POSITIVE,The B flight attendant and an onboard doctor attended to the passenger.,injured passenger,passenger received onboard care,post-landing
1,216,attended to,onboard doctor,POSITIVE,The B flight attendant and an onboard doctor attended to the passenger.,injured passenger,passenger received onboard care,post-landing
1,216,arrived and removed,police and paramedics,NEUTRAL,"Once at the gate, police and paramedics arrived and removed the passenger by stretcher.",passenger,passenger removed by stretcher,post-landing at gate
1,216,examined,US Airways maintenance,NEUTRAL,US Airways maintenance in LGA examined the cart brakes and the side restraint latches onboard the aircraft and found no anomalies with their operation.,cart brakes and side restraint latches,no anomalies found,post-incident inspection
1,216,showed,maintenance records,NEUTRAL,No previous maintenance history was found for this aircraft concerning cart restraint latches.,no previous history,no prior issues with cart restraint latches,post-incident review
1,217,encountered turbulence,"Boeing 757-232, N684DA",NEGATIVE,"a Boeing 757-232, N684DA, encountered turbulence while in a descent about 80 miles southeast of Seattle-Tacoma International Airport, SeaTac, Washington. One passenger received minor injuries and one flight attendant received serious injuries.",while in a descent about 80 miles southeast of Seattle-Tacoma International Airport,one passenger received minor injuries and one flight attendant received serious injuries,descent
1,217,advised the crew,Seattle Center controller,NEUTRAL,"the Seattle Center controller advised the crew of a PIREP (pilot report of actual weather conditions) that indicated they should expect light to moderate chop while in the descent between Flight Level 200 and 16,000 feet.","of a PIREP indicating light to moderate chop during descent between FL200 and 16,000 feet",crew was informed of expected turbulence,en route
1,217,informed the flight attendants,Captain,NEUTRAL,"The Captain therefore informed the flight attendants that they should anticipate a bumpy descent, and that they should finish up their duties early, as the initial and final chimes would be given earlier than the normal 20 and 10 minutes out.",to anticipate a bumpy descent and finish duties early,flight attendants were alerted to prepare for turbulence,en route
1,217,turned on the seatbelt sign,Captain,NEUTRAL,"When the crew began the descent from Flight Level 350, the Captain, who was the non-flying pilot, turned on the seatbelt sign and made the announcement for the flight attendants to prepare the cabin for arrival.",and made an announcement for flight attendants to prepare the cabin,cabin preparation initiated,descent
1,217,gave the final (2 bell) chime,Captain,NEUTRAL,"When the airplane was descending through Flight Level 260, the Captain gave the final (2 bell) chime, and advised the flight attendants to finish securing the cabin and then to take their seats.",and advised flight attendants to secure the cabin and take their seats,flight attendants instructed to complete duties and sit,descent
1,217,initiated a speed reduction,First Officer,NEUTRAL,"As the airplane was descending through Flight Level 250, the First Officer, who was the flying pilot, initiated a speed reduction to turbulent air penetration speed.",to turbulent air penetration speed,aircraft speed adjusted for turbulence,descent
1,218,impacted,"Learjet 25D, XA-TWH",NEGATIVE,"was substantially damaged when it impacted obstructions while landing at William P. Hobby Airport (HOU), Houston, Texas.",obstructions,airplane substantially damaged,landing
1,218,exited,"Learjet 25D, XA-TWH",NEGATIVE,"During the landing on runway 12R, the airplane exited the southeast end of the runway",southeast end of the runway,airplane continued past runway end,landing
1,218,struck,"Learjet 25D, XA-TWH",NEGATIVE,"struck, and damaged the instrument landing system (ILS) localizer antenna system.",instrument landing system (ILS) localizer antenna system,ILS localizer antenna system damaged,landing
1,218,traveled,"Learjet 25D, XA-TWH",NEUTRAL,"The airplane continued traveling about 1,000 feet past the end of the runway and came to rest upright in a flat grassy area.","about 1,000 feet past the end of the runway",came to rest upright in a flat grassy area,landing
1,218,could not see,pilot and co-pilot,NEGATIVE,due to the fog and low visibility they could not see the far end of the runway and flared the airplane too high.,far end of the runway,flared the airplane too high,landing
1,218,landed,pilot,NEGATIVE,After landing long on the runway the pilot said he applied maximum braking and reverse thrust but could not stop the airplane before colliding with the ILS antenna system.,long on the runway,reduced available stopping distance,landing
1,218,applied,pilot,NEUTRAL,After landing long on the runway the pilot said he applied maximum braking and reverse thrust but could not stop the airplane before colliding with the ILS antenna system.,maximum braking and reverse thrust,could not stop the airplane before collision,landing
1,218,reported,operator,NEUTRAL,The operator reported that there was no mechanical malfunction or failure.,mechanical status,no mechanical malfunction or failure,pre-accident
1,218,decided,operator,NEUTRAL,"The operator stated that the decision not to delay the flight and to land in marginal conditions was influenced by medical considerations for the passenger, who needed immediate specialized medical treatment.",not to delay the flight,proceeded with landing in marginal conditions,pre-flight
1,219,did not activate,flight crew,NEGATIVE,The flight crew did not activate the aircraft’s transponder before takeoff,aircraft’s transponder,transponder remained deactivated before takeoff,departure
1,219,did not contact,flight crew,NEGATIVE,did not contact air traffic control for approximately eight minutes after departure,air traffic control,no communication for approximately eight minutes after departure,departure
1,219,flew through,airplane,NEGATIVE,The airplane flew through one controller’s airspace and entered another controller’s airspace without coordination,one controller’s airspace,entered another controller’s airspace without coordination,departure
1,219,was displayed,airplane,NEGATIVE,the airplane was displayed only as an enhanced primary target with no identifying information,as an enhanced primary target with no identifying information,flight data block did not auto-acquire on TRACON’s radar displays,departure
1,219,did not notice,Atlanta Tower controllers,NEGATIVE,"the tower controllers did not notice that the data block had not auto-acquired when the aircraft departed, and therefore did not notify Atlanta TRACON that DAL2086 had not tagged up",that the data block had not auto-acquired,did not notify Atlanta TRACON that DAL2086 had not tagged up,departure
1,219,did not provide,radar system,NEGATIVE,No radar altitude information was available on DAL2086 until the aircraft’s transponder was activated,radar altitude information,no radar altitude information available on DAL2086,departure
1,219,determined,primary radar data,NEGATIVE,"a loss of lateral separation occurred between DAL2086 and the following aircraft: N36638, a Beechcraft 55, with the closest proximity 1.44 miles",loss of lateral separation,closest proximity of 1.44 miles between DAL2086 and N36638,departure
1,219,determined,primary radar data,NEGATIVE,"N825MK, a Pilatus PC-12, with the closest proximity 0.81 miles",loss of lateral separation,closest proximity of 0.81 miles between DAL2086 and N825MK,departure
2,219,indicated,radar data,NEUTRAL,Review of radar data indicated that DAL2086’s primary target was approximately 11 miles south of ATL.,DAL2086’s primary target location,DAL2086’s primary target was approximately 11 miles south of ATL,departure
2,219,could not positively identify,TMC,NEGATIVE,"Due to the large number of primary targets in that area, the TMC could not positively identify which target was DAL2086, only which target appeared to be following the departure routing that was assigned to DAL2086.",which target was DAL2086,only identified target appearing to follow assigned departure routing,departure
2,219,conducted,DEP-S controller,NEGATIVE,"According to the DEP-S controller, after he conducted a futile search of the radar display for DAL2086’s target, he informed his supervisor about the situation.",futile search of the radar display for DAL2086’s target,search was unsuccessful,departure
2,219,informed,DEP-S controller,NEUTRAL,"According to the DEP-S controller, after he conducted a futile search of the radar display for DAL2086’s target, he informed his supervisor about the situation.",his supervisor,supervisor was made aware of the situation,departure
2,219,searched for,DEP-S controller and supervisor,NEGATIVE,"They searched for DAL2086's data block and primary target along the general vicinity of the UGAAA2 RNAV route, but could not identify a potential target.",DAL2086's data block and primary target,could not identify a potential target,departure
2,219,contacted,DAL2086,NEUTRAL,"At about 1326:53, DAL2086 contacted ATL tower asking; ""...you still want us down here at 10?""",ATL tower,"asked if still required to remain at 10,000 feet",departure
2,219,responded,LC,NEUTRAL,"The LC responded ""DAL2086 you’re supposed to be on departure sir.""",DAL2086,informed DAL2086 they were supposed to be on departure,departure
2,219,informed,LC,NEUTRAL,The LC immediately informed the DEP-S controller that DAL2086 had just contacted him.,DEP-S controller,DEP-S controller learned DAL2086 had just contacted him,departure
1,22,lost power,Bombardier Inc CL600-2D24 (N918XJ),NEGATIVE,when it lost power in both of its engines.,both engines,engines stopped producing power,taxi
1,22,was taxiing,flight crew,NEUTRAL,The flight crew was taxiing to runway 17 for departure.,airplane,airplane was rolling on taxiway W,taxi
1,22,had been turned off,auxiliary power unit,NEUTRAL,The auxiliary power unit had been turned off.,,APU not in use during taxi,taxi
1,22,was being held short,airplane,NEUTRAL,"The airplane, during the taxi, was being held short of runway 12R on part of taxiway M.",runway 12R on part of taxiway M,airplane positioned at hold short point,taxi
1,22,was accelerated,airplane,NEUTRAL,The airplane was accelerated to cross the runway and was rolling on taxiway W when both engines stopped producing power.,to cross the runway,airplane rolled onto taxiway W,taxi
1,22,went to,engine thrust lever,NEGATIVE,The recorder shows an engine thrust lever going to the shutoff position near the end of the recording.,shutoff position,engines stopped producing power,taxi
1,22,recorded,flight data recorder,NEUTRAL,The data is consistent with an application of power about ten seconds from the end of the recording.,application of power,data consistent with power application about ten seconds from end of recording,taxi
1,220,experienced oil pressure master warning activation,left engine,NEGATIVE,the left engine oil pressure master warning activated and the left engine oil temperature rapidly increased,left engine oil system,warning activated during cruise flight,cruise
1,220,experienced rapid increase in oil temperature,left engine,NEGATIVE,the left engine oil pressure master warning activated and the left engine oil temperature rapidly increased,left engine oil system,temperature rose quickly following warning,cruise
1,220,lost power,left engine,NEGATIVE,The left engine lost power and the engine fire warning activated,left engine,engine power loss occurred,cruise
1,220,activated fire warning,airplane fire detection system,NEGATIVE,The left engine lost power and the engine fire warning activated,left engine nacelle,fire warning triggered,cruise
1,220,declared an emergency,flight crew,NEUTRAL,The flight crew declared an emergency and the flight was diverted to Pittsburgh International Airport (PIT),air traffic control,emergency status established,cruise
1,220,diverted flight,flight crew,NEUTRAL,The flight crew declared an emergency and the flight was diverted to Pittsburgh International Airport (PIT),airplane,flight redirected to PIT,cruise
1,220,performed single-engine landing,flight crew,POSITIVE,where a single-engine landing was performed without incident,airplane,landing completed without incident,approach and landing
1,220,sustained burn-through hole,left engine gas generator case,NEGATIVE,A post-flight airplane inspection found a hole in the left engine gas generator case,gas generator case,structural breach occurred,cruise
1,220,sustained minor scorching damage,left nacelle,NEGATIVE,There was minor scorching damage to the airplane's left nacelle,left nacelle structure,minor thermal damage observed,cruise
1,220,recorded chip detector fault,FDR and left engine EMU,NEGATIVE,Data extracted from the FDR and the left engine EMU showed that a left engine oil system (chip detector) fault was recorded about 20 minutes after takeoff,left engine oil system,fault logged approximately 20 minutes after takeoff,climb/cruise
2,220,occurred,spalling,NEGATIVE,t the cage and OR had fractured late in the failure sequence.,cage and OR,fractured late in the failure sequence,post-failure examination
2,220,could not determine,investigators,NEGATIVE,"Due to the severe damage, the root cause of the spalling could not be determined.",root cause of the spalling,root cause remained undetermined,post-failure examination
2,220,exhibited,PT rotor assembly,NEGATIVE,Aft surfaces of the PT rotor assembly were rotationally scored and torn,rotational scoring and tearing,aft surfaces damaged,post-failure examination
2,220,included,damaged parts,NEGATIVE,"the damaged parts included the No. 1 and No. 2 bearing retention hardware, several No. 7 bearing components, and the PT stage 2 blade trailing edges.","No. 1 and No. 2 bearing retention hardware, several No. 7 bearing components, and PT stage 2 blade trailing edges",components identified as damaged,post-failure examination
2,220,exhibited,stationary structures,NEGATIVE,Stationary structures just aft of the damaged rotor parts exhibited corresponding circumferential damage signatures.,circumferential damage signatures,corresponding damage observed,post-failure examination
2,220,exhibited,Nos. 4 and 5 main bearings,NEGATIVE,"The Nos. 4 and 5 main bearings exhibited the dull gray coloration, destroyed bearing elements, and wear damage characteristic of operation without adequate lubrication.","dull gray coloration, destroyed bearing elements, and wear damage",indicative of dry operation,post-failure examination
2,220,were,bearing cavities,NEGATIVE,All of the bearing cavities were dry.,dry,no lubrication present,post-failure examination
2,220,were,remaining main engine bearings,NEUTRAL,"The remaining main engine bearings were dry, but intact.",dry but intact,no lubrication but no structural failure,post-failure examination
2,220,was,No. 5 bearing area,NEGATIVE,The No. 5 bearing area was extensively damaged.,extensively damaged,severe thermal destruction,post-failure examination
2,220,was,No. 5 bearing housing assembly,NEGATIVE,The No. 5 bearing housing assembly was thermally destroyed.,thermally destroyed,complete loss of structure,post-failure examination
3,220,was radially deformed,No. 5 bearing seal runner,NEGATIVE,Dimensional checks of the No. 5 bearing seal runner showed that it was radially deformed (coned) sufficient to permit contact with the No. 5 bearing flexible support during operation.,sufficient to permit contact with the No. 5 bearing flexible support,contact occurred during operation,operation
3,220,exhibited rubbing and erosion,titanium alloy No. 5 bearing flexible support,NEGATIVE,The thin-walled sections (ribs) of the titanium alloy No. 5 bearing flexible support exhibited rubbing and erosion consistent with oxidation.,thin-walled sections (ribs),damage consistent with oxidation,operation
3,220,was exposed to excessive temperatures,No. 5 bearing seal runner,NEGATIVE,Examination of the No. 5 bearing seal runner found microstructure consistent with exposure to excessive temperatures during operation.,during operation,microstructure altered,operation
3,220,stated,PWC,NEUTRAL,"According to PWC, No. 5 bearing seal runner material properties can be exceeded when the No. 5 bearing cavity temperatures are abnormally elevated.",No. 5 bearing seal runner material properties can be exceeded,when No. 5 bearing cavity temperatures are abnormally elevated,operation
3,220,states,DHC Q400 Quick Reference Checklist (QRC),NEUTRAL,The DHC Q400 Quick Reference Checklist (QRC) states that indicated oil pressure below 44 psi or continuous illumination of an engine oil pressure warning light requires the flight crew to complete the QRC ENGINE FAIL/FIRE/SHUTDOWN (engine shutdown) checklist.,indicated oil pressure below 44 psi or continuous illumination of an engine oil pressure warning light,requires flight crew to complete ENGINE FAIL/FIRE/SHUTDOWN checklist,operation
1,221,veered off,"Embraer EMB-145XR, N11187",NEGATIVE,"an Embraer EMB-145XR, N11187, veered off of the left side of runway 23 while landing at the Akron-Canton Regional Airport, Akron, Ohio.",left side of runway 23,airplane came to a stop off the runway pavement,landing
1,221,reported,flight crew,NEUTRAL,The flight crew reported to a Federal Aviation Administration inspector that the flight was uneventful until the nose landing gear touched down on the runway during landing.,uneventful flight until nose landing gear touchdown,no issues noted prior to landing phase,approach
1,221,made,airplane,NEGATIVE,"At that point, the airplane made an uncommanded left turn that the pilots were unable to correct.",uncommanded left turn,pilots unable to correct the turn,landing
1,221,attempted to manually disengage,first officer,NEGATIVE,"the first officer attempted to manually disengage nosewheel steering using the switch provided on his control wheel, but this action did not prevent the airplane from veering to the side.",nosewheel steering using switch on control wheel,action did not prevent veering,landing
1,221,tossed,captain,NEUTRAL,He said that he took the book and tossed it out of the way and that it came to rest on the flight bag behind and to the left of his seat.,approach plate book,book came to rest on flight bag behind and left of seat,landing
1,221,applied,first officer,NEGATIVE,"He immediately got on the controls with the captain and applied hard right rudder, right brake, and activated the nosewheel steering disconnect. He stated that when engaging the nosewheel steering disconnect, a chime is usually heard, but he did not remember hearing it during the event. He stated that he did not feel the nosewheel steering disengage, as expected, when the switch was activated.","hard right rudder, right brake, and activated nosewheel steering disconnect",nosewheel steering did not disengage as expected,landing
1,221,failed to disengage,nosewheel steering system,NEGATIVE,"He stated that he did not feel the nosewheel steering disengage, as expected, when the switch was activated.",as expected upon switch activation,system remained engaged or malfunctioned,landing
2,221,revealed,on-scene examination,NEUTRAL,An on-scene examination revealed skid marks on the runway leading to the resting position of the airplane.,skid marks on the runway,led to the resting position of the airplane,post-accident
2,221,made,right nose wheel tire chine,NEUTRAL,There was a distinct witness mark that was made by the right nose wheel tire chine on the runway that was consistent with a deflection of the nosewheel steering to the left.,a distinct witness mark on the runway,consistent with a deflection of the nosewheel steering to the left,landing roll
2,221,conducted,examination team,NEUTRAL,Examination of the airplane was conducted which included on-airplane testing of the nosewheel steering system in accordance with the airplane manufacturer's maintenance manual. No faults were found during the ground testing.,examination of the airplane including on-airplane testing of the nosewheel steering system,no faults were found during ground testing,post-accident
2,221,removed,investigators,NEUTRAL,Several components of the nosewheel steering and braking system were removed from the airplane for testing at the respective manufacturer facilities.,several components of the nosewheel steering and braking system,components sent for testing at manufacturer facilities,post-accident
2,221,revealed,testing of individual components,NEUTRAL,"Although testing of the individual components did reveal some parameters that were not within manufacturer specifications, the anomalies would not have resulted in the behavior described by the flight crew.",parameters not within manufacturer specifications,anomalies would not have resulted in the behavior described by the flight crew,post-accident
2,221,showed,flight data recorder,NEUTRAL,"Recorded data from the airplane's flight data recorder showed that at 0008, the aircraft descended through 1,700 ft pressure altitude, while on a magnetic heading of approximately 233 degrees.","aircraft descent through 1,700 ft pressure altitude",aircraft on magnetic heading of approximately 233 degrees,approach
2,221,moved,Air/Ground Switch,NEUTRAL,"The Air/Ground Switch moved to 'Grnd' at 0008:45, and was followed by symmetric spoiler and thrust reverser deployment.",to 'Grnd',triggered symmetric spoiler and thrust reverser deployment,landing
2,221,applied,pilot,NEUTRAL,The data showed activity on the pilot brake pedals began at this time.,brake pedals,braking activity began,landing roll
1,222,experienced,UPS flight 797,NEGATIVE,"On March 22, 2011, about 2038 mountain daylight time, UPS flight 797, an Airbus A-300F, N173UP, experienced a tail strike during a go-around at Albuquerque International Sunport (ABQ), Albuquerque, New Mexico.",tail strike,substantial damage to the airplane,go-around
1,222,conducted,captain,NEUTRAL,"Prior to landing, the captain conducted the approach briefing, indicating that they would conduct a visual approach to runway 26, the gusty winds required a wind additive to the approach speed and would go-around if the approach was not stabilized.",approach briefing,"indicated visual approach to runway 26, wind additive to approach speed, and go-around if unstabilized",approach
1,222,cleared,local controller,NEUTRAL,"On final approach, the local controller cleared the flight to land and reported the winds were 310 degrees at 16 knots.",flight to land,landing clearance granted,final approach
1,222,reported,local controller,NEUTRAL,"On final approach, the local controller cleared the flight to land and reported the winds were 310 degrees at 16 knots.",winds,wind information provided as 310 degrees at 16 knots,final approach
1,222,completed,flight crew,NEUTRAL,"The flight crew stated that at 1000 feet AGL the landing checklist was complete, the airplane was fully configured for landing and the approach speed was set to 132 knots (Vref + 5).",landing checklist,airplane fully configured for landing at 1000 feet AGL,final approach
1,222,disconnected,autothrottle,NEUTRAL,"Recorder data indicated that during the final approach, the autothrottle was disconnected about 800 feet above the ground and the airspeed decreased to as low as 129 knots but did not go below Vref (127 knots).",autothrottle system,airspeed decreased to 129 knots,final approach
1,222,called out,first officer,NEUTRAL,The first officer (FO) stated that he called out the low airspeed and adjusted the target airspeed from 132 to 134 knots.,low airspeed,target airspeed adjusted from 132 to 134 knots,final approach
1,223,experienced service interruption,air traffic control,NEGATIVE,"an air traffic control service interruption occurred at the Ronald Reagan Washington National Airport (DCA) when two air carrier aircraft, a helicopter, an airport operations vehicle and controllers at the FAA's Potomac Terminal Radar Approach Control (PCT) were unable to establish contact with the supervisory controller working alone in the control tower.",at Ronald Reagan Washington National Airport (DCA),"two air carrier aircraft, a helicopter, an airport operations vehicle and controllers at PCT unable to establish contact with supervisory controller",ground operations
1,223,contacted,American Airlines flight 1012,NEUTRAL,American Airlines flight 1012 (AAL1012) first contacted PCT at 2356 and was cleared direct to DCA after passing the OJAAY intersection.,PCT,cleared direct to DCA after passing OJAAY intersection,en route
1,223,cleared,PCT controller,NEUTRAL,"At 0003:49, the controller cleared AAL1012 to fly the Mount Vernon Visual Approach, a charted visual approach procedure to DCA.",AAL1012,to fly Mount Vernon Visual Approach,approach
1,223,instructed,PCT controller,NEUTRAL,"At 0004, the PCT controller instructed the pilot to contact DCA tower on frequency 119.1.",AAL1012 pilot,to contact DCA tower on frequency 119.1,approach
1,223,reported,AAL1012,NEGATIVE,"At 0005, AAL1912 again contacted the PCT controller and reported that there had been no response from DCA.",no response from DCA,PCT controller acknowledged issue,approach
1,223,attempted contact,PCT controller,NEGATIVE,"The controller made two attempts to contact DCA on the phone line connecting the facilities, without success.",DCA tower via phone line,unsuccessful,approach
1,223,instructed,PCT controller,NEUTRAL,"At 0006, he instructed AAL1012 to attempt contact again on frequency 119.1.",AAL1012,to attempt contact again on frequency 119.1,approach
2,223,transmitted instructions,PCT controller,NEUTRAL,"the PCT controller transmitted, ""United 628T you can plan on just going inbound to runway 1 uh with the airport being uncontrolled I'll switch you over to advisory on about a 5 mile final.""",UAL628T,pilot acknowledged and planned inbound to runway 1 under uncontrolled airport procedures,approach
2,223,responded,pilot of UAL628T,NEUTRAL,"The pilot responded, ""OK - thank you.""",PCT controller's transmission,acknowledgment of instructions,approach
2,223,requested,UAL628T,NEUTRAL,"UAL628T requested and was given the local altimeter setting, 29.96 inches of mercury",local altimeter setting,altimeter setting provided,approach
2,223,reported,UAL628T,NEUTRAL,at 0021:35 reported the (Potomac) river in sight,Potomac river,river reported in sight,approach
2,223,cleared,PCT controller,NEUTRAL,The PCT controller cleared UAL628T for the Mount Vernon Visual Approach to runway 1,UAL628T,authorized for Mount Vernon Visual Approach to runway 1,approach
2,223,instructed,PCT controller,NEUTRAL,instructed the pilot to change to advisory frequency 119.1,pilot of UAL628T,frequency change to advisory frequency 119.1,approach
2,223,told,PCT controller,NEUTRAL,He also told the pilot to report clear of the runway,pilot of UAL628T,instruction to report clear of runway,approach
2,223,advised,PCT controller,NEUTRAL,and advised that he would be monitoring frequency 119.1,pilot of UAL628T,notification that frequency 119.1 would be monitored,approach
2,223,acknowledged,pilot of UAL628T,NEUTRAL,The pilot acknowledged.,PCT controller's instructions,confirmation of understanding,approach
3,223,assumed,PCT radar controller,NEUTRAL,"The PCT radar controller stated that he assumed AAL1012 was off the runway because, ""... that's what they're supposed to do, and I heard the pilot talking to the maintenance people.""",AAL1012 was off the runway,influenced subsequent clearance decisions,post-landing / approach
3,223,was descending,UAL628T,NEUTRAL,"The next arrival was UAL628T, who at the time was descending through 15,000 feet west of DCA.","through 15,000 feet west of DCA",positioned for arrival,en route / descent
3,223,cleared,PCT radar controller,NEUTRAL,The PCT radar controller cleared UAL628T for the ELDEE standard terminal arrival.,UAL628T for the ELDEE standard terminal arrival,UAL628T assigned arrival procedure,arrival
3,223,asked,UAL628T pilot,NEUTRAL,"The pilot subsequently asked to deviate around some precipitation, which took the aircraft off the arrival route.",to deviate around some precipitation,aircraft departed from arrival route,arrival
3,223,assigned,PCT radar controller,NEUTRAL,"The PCT radar controller then assigned the pilot a descent to 8000 feet, followed by a descent to 4000 feet.",a descent to 8000 feet,UAL628T descended,arrival
3,223,assigned,PCT radar controller,NEUTRAL,"The PCT radar controller then assigned the pilot a descent to 8000 feet, followed by a descent to 4000 feet.",a descent to 4000 feet,UAL628T further descended,arrival
3,223,advised,PCT radar controller,NEUTRAL,He advised the pilot of the communication difficulties being experienced with DCA and the possibility of treating it as an uncontrolled airport.,the pilot of communication difficulties with DCA,pilot informed of potential uncontrolled airport status,arrival
3,223,descended below the clouds,UAL628T,NEUTRAL,"Once UAL628T descended below the clouds and reported the river in sight, the PCT radar controller cleared the flight for the charted Mount Vernon Visual Approach.",and reported the river in sight,visual conditions established,approach
4,223,reported,technical operations technician,NEGATIVE,"a technical operations technician reported that they were trying to coordinate a ""cold start"" of the radar data processing system (which requires coordination with all affected facilities) but could not contact DCA tower.",attempt to coordinate a 'cold start' of the radar data processing system,could not contact DCA tower,en route
4,223,called,supervisor,NEUTRAL,The supervisor then called DCA airport operations to see if they could assist.,DCA airport operations,requested assistance in contacting the tower,en route
4,223,tried,airport operations staff,NEGATIVE,The airport operations staff had unsuccessfully been trying to contact the tower for their own purposes.,to contact the tower,unsuccessfully,en route
4,223,stated,airport operations staff,NEUTRAL,"After some discussion, the airport operations staff stated that they would send emergency responders to the tower.",intent to send emergency responders,committed to sending emergency responders to the tower,en route
4,223,requested,supervisor,NEUTRAL,The supervisor requested that they advise him of their findings.,airport operations staff,to advise him of their findings,en route
4,223,continued attempting,supervisor,NEGATIVE,The supervisor continued attempting to contact the tower.,to contact the tower,contact remained unsuccessful,en route
4,223,consulted,supervisor,NEUTRAL,He consulted with technical operations to see if they were aware of any equipment issues that might have been affecting communications with DCA.,technical operations,sought information on equipment issues affecting communications,en route
4,223,reported,technical operations staff,POSITIVE,The technical operations staff reported that to their knowledge all equipment was operating normally.,status of equipment,all equipment was operating normally,en route
4,223,considered,supervisor,NEUTRAL,He considered an equipment issue to be a more likely explanation.,equipment issue as explanation,deemed more likely than human factors,en route
4,223,called,DCA airport operations,POSITIVE,"About 20 minutes after their initial conversation, DCA airport operations called to report that the tower was back in normal operation.",supervisor,reported tower was back in normal operation,en route
5,223,arrived at the tower,midnight shift supervisor,NEUTRAL,"On the night of the event, he arrived at the tower about 2130, and signed in at 2145.",workplace,presence at facility,pre-shift
5,223,signed in,midnight shift supervisor,NEUTRAL,"On the night of the event, he arrived at the tower about 2130, and signed in at 2145.",duty log,official start of shift,pre-shift
5,223,attempted to take a nap,midnight shift supervisor,NEUTRAL,"His normal pattern was to take a nap about 45 minutes before going to work on a midnight shift. At 2000, he tried to get som",rest period,initiation of pre-shift rest routine,pre-shift
6,223,arrived at the tower,supervisor,NEUTRAL,"On the night of the event, he arrived at the tower about 2130, and signed in at 2145.",tower,present at workplace,pre-shift
6,223,signed in,supervisor,NEUTRAL,"On the night of the event, he arrived at the tower about 2130, and signed in at 2145.",tower log,official start of shift recorded,pre-shift
6,223,attempted to sleep,supervisor,NEGATIVE,"At 2000, he tried to get some sleep, but remained awake.",sleep,remained awake,pre-shift
6,223,prepared for work,supervisor,NEUTRAL,"After 20 or 30 minutes of trying to sleep, he got up and prepared for work.",shift,readied for duty,pre-shift
6,223,went to the tower cab,supervisor,NEUTRAL,"When he arrived, he went straight to the tower cab.",tower cab,entered operational area,pre-shift
6,223,had a conversation,supervisor,NEUTRAL,He had a conversation with the evening shift supervisor about some personnel issues.,evening shift supervisor,discussed personnel issues,pre-shift
6,223,completed a position relief briefing,supervisor and evening shift supervisor,NEUTRAL,"When that discussion concluded, the two supervisors completed a position relief briefing and the evening shift supervisor departed.",shift handover,evening shift supervisor departed,pre-shift
6,223,began talking,supervisor,NEUTRAL,The supervisor then went to the local control position and began talking with the local controller on duty about career-related issues.,local controller,engaged in career-related discussion,early shift
6,223,took over,supervisor,NEUTRAL,"During the conversation, the supervisor took over the local control position, and the conversation continued until about 2300 when the local controller departed.",local control position,assumed control duties,early shift
6,223,departed,local controller,NEUTRAL,"During the conversation, the supervisor took over the local control position, and the conversation continued until about 2300 when the local controller departed.",tower cab,supervisor left alone,early shift
7,223,described,supervisor,NEUTRAL,He described the shift workload as light to moderate with the positions combined.,shift workload,characterized as light to moderate with positions combined,before incident
7,223,issued,supervisor,NEUTRAL,The last activity he clearly recalled was issuing a clearance to Brickyard 1319.,clearance to Brickyard 1319,last clearly recalled activity before becoming unresponsive,before incident
7,223,thought,supervisor,NEGATIVE,"At that time, he recalled thinking, ""...I need to throw some water on my face.""",about needing to throw water on his face,indication of declining alertness,before incident
7,223,noted,supervisor,NEUTRAL,"He noted AAL1012, UAL628T, and AAL1900 inbound on the TSD, but did not recall anything else clearly until waking up later.","AAL1012, UAL628T, and AAL1900 inbound on the TSD",awareness of inbound aircraft,before incident
7,223,tried,supervisor,NEGATIVE,"He said he could, ""...tell I was slipping, struggling,"" and was trying to remain alert by stretching and moving around.",to remain alert,used stretching and moving around as countermeasures,before incident
7,223,felt,supervisor,NEGATIVE,"He remembered being exhausted, and ""...knew he was dragging.""",exhausted,acknowledged fatigue,before incident
7,223,became,supervisor,NEGATIVE,"Regarding his becoming unresponsive, the supervisor stated that at the time he didn't know what happened.",unresponsive,lost awareness for an extended period,incident
7,223,woke up,supervisor,NEUTRAL,"When his awareness returned, he thought he had only been out for a couple of minutes.",after period of unresponsiveness,regained awareness,incident
7,223,called,AAL1012 pilot,NEGATIVE,"He heard AAL1012 calling in a ""forceful voice,""",tower,used a forceful voice,incident
8,223,worked,supervisor,NEUTRAL,"He had the 14th off, and returned to work on the 15th for a 0800-1600 shift.",0800-1600 shift,completed shift,March 15
8,223,got off shift,supervisor,NEUTRAL,On March 17 he got off shift at 2200 and was in bed by 2300.,work,ended shift at 2200,March 17
8,223,went to bed,supervisor,NEUTRAL,On March 17 he got off shift at 2200 and was in bed by 2300.,sleep,in bed by 2300,March 17
8,223,awoke,supervisor,NEUTRAL,On March 18 he awoke about 0545.,from sleep,awoke about 0545,March 18
8,223,returned to DCA,supervisor,NEUTRAL,About 1600 he returned to DCA to do a facility tour for about an hour.,facility,conducted facility tour,March 18
8,223,went to bed,supervisor,NEUTRAL,He reported being in bed at or before 2230.,sleep,in bed at or before 2230,March 18
8,223,awoke,supervisor,NEUTRAL,On March 19 the supervisor awoke around 0630-0700.,from sleep,awoke around 0630-0700,March 19
8,223,slept,supervisor,POSITIVE,He felt that he got 8 to 8 1/2 hours of uninterrupted and good quality sleep.,uninterrupted sleep,got 8 to 8 1/2 hours of good quality sleep,March 19
